Postaja,Regija,Datum,SO2
vnajnarje,Osrednjeslovenska,2012-01-31,4
maribor center,Podravska,2012-01-31,10
pesje,Posavska,2012-01-31,13
brestanica-sv.mohor,Posavska,2012-01-31,11
celje,Savinjska,2012-01-31,15
sostanj,Savinjska,2012-01-31,16
topolsica,Savinjska,2012-01-31,4
veliki vrh,Savinjska,2012-01-31,16
zavodnje,Savinjska,2012-01-31,13
velenje,Savinjska,2012-01-31,8
skale,Savinjska,2012-01-31,19
trbovlje,Zasavska,2012-01-31,19
hrastnik,Zasavska,2012-01-31,11
zagorje,Zasavska,2012-01-31,14
zelena trava,Zasavska,2012-01-31,7
kovk,Zasavska,2012-01-31,18
dobovec,Zasavska,2012-01-31,25
kum,Zasavska,2012-01-31,20
ravenska vas,Zasavska,2012-01-31,21
graska gora,Koroška,2012-02-29,15
ljubljana bezigrad,Osrednjeslovenska,2012-02-29,25
ljubljana center,Osrednjeslovenska,2012-02-29,20
vnajnarje,Osrednjeslovenska,2012-02-29,16
maribor center,Podravska,2012-02-29,27
pesje,Posavska,2012-02-29,24
brestanica-sv.mohor,Posavska,2012-02-29,28
celje,Savinjska,2012-02-29,34
sostanj,Savinjska,2012-02-29,19
topolsica,Savinjska,2012-02-29,11
veliki vrh,Savinjska,2012-02-29,24
zavodnje,Savinjska,2012-02-29,16
velenje,Savinjska,2012-02-29,11
skale,Savinjska,2012-02-29,17
trbovlje,Zasavska,2012-02-29,35
hrastnik,Zasavska,2012-02-29,27
zagorje,Zasavska,2012-02-29,26
zelena trava,Zasavska,2012-02-29,28
kovk,Zasavska,2012-02-29,32
dobovec,Zasavska,2012-02-29,36
kum,Zasavska,2012-02-29,30
ravenska vas,Zasavska,2012-02-29,36
graska gora,Koroška,2012-03-31,9
ljubljana bezigrad,Osrednjeslovenska,2012-03-31,13
ljubljana center,Osrednjeslovenska,2012-03-31,8
vnajnarje,Osrednjeslovenska,2012-03-31,15
maribor center,Podravska,2012-03-31,6
pesje,Posavska,2012-03-31,18
brestanica-sv.mohor,Posavska,2012-03-31,11
celje,Savinjska,2012-03-31,12
sostanj,Savinjska,2012-03-31,44
topolsica,Savinjska,2012-03-31,11
veliki vrh,Savinjska,2012-03-31,51
zavodnje,Savinjska,2012-03-31,14
velenje,Savinjska,2012-03-31,9
skale,Savinjska,2012-03-31,12
trbovlje,Zasavska,2012-03-31,19
hrastnik,Zasavska,2012-03-31,11
zagorje,Zasavska,2012-03-31,9
zelena trava,Zasavska,2012-03-31,16
kovk,Zasavska,2012-03-31,18
dobovec,Zasavska,2012-03-31,31
kum,Zasavska,2012-03-31,19
ravenska vas,Zasavska,2012-03-31,21
graska gora,Koroška,2012-04-30,13
ljubljana bezigrad,Osrednjeslovenska,2012-04-30,9
ljubljana center,Osrednjeslovenska,2012-04-30,7
vnajnarje,Osrednjeslovenska,2012-04-30,12
maribor center,Podravska,2012-04-30,5
pesje,Posavska,2012-04-30,7
brestanica-sv.mohor,Posavska,2012-04-30,6
celje,Savinjska,2012-04-30,11
sostanj,Savinjska,2012-04-30,31
topolsica,Savinjska,2012-04-30,4
veliki vrh,Savinjska,2012-04-30,15
zavodnje,Savinjska,2012-04-30,13
velenje,Savinjska,2012-04-30,12
skale,Savinjska,2012-04-30,15
trbovlje,Zasavska,2012-04-30,8
hrastnik,Zasavska,2012-04-30,8
zagorje,Zasavska,2012-04-30,6
zelena trava,Zasavska,2012-04-30,10
kovk,Zasavska,2012-04-30,49
dobovec,Zasavska,2012-04-30,30
kum,Zasavska,2012-04-30,9
ravenska vas,Zasavska,2012-04-30,12
graska gora,Koroška,2012-05-31,2
ljubljana bezigrad,Osrednjeslovenska,2012-05-31,8
ljubljana center,Osrednjeslovenska,2012-05-31,5
vnajnarje,Osrednjeslovenska,2012-05-31,9
maribor center,Podravska,2012-05-31,5
pesje,Posavska,2012-05-31,7
brestanica-sv.mohor,Posavska,2012-05-31,5
celje,Savinjska,2012-05-31,11
sostanj,Savinjska,2012-05-31,28
topolsica,Savinjska,2012-05-31,8
veliki vrh,Savinjska,2012-05-31,24
zavodnje,Savinjska,2012-05-31,11
velenje,Savinjska,2012-05-31,4
skale,Savinjska,2012-05-31,10
trbovlje,Zasavska,2012-05-31,6
hrastnik,Zasavska,2012-05-31,6
zagorje,Zasavska,2012-05-31,9
zelena trava,Zasavska,2012-05-31,13
kovk,Zasavska,2012-05-31,17
dobovec,Zasavska,2012-05-31,15
kum,Zasavska,2012-05-31,16
ravenska vas,Zasavska,2012-05-31,16
graska gora,Koroška,2012-06-30,2
ljubljana bezigrad,Osrednjeslovenska,2012-06-30,9
ljubljana center,Osrednjeslovenska,2012-06-30,6
vnajnarje,Osrednjeslovenska,2012-06-30,1
maribor center,Podravska,2012-06-30,4
pesje,Posavska,2012-06-30,8
brestanica-sv.mohor,Posavska,2012-06-30,6
celje,Savinjska,2012-06-30,7
sostanj,Savinjska,2012-06-30,25
topolsica,Savinjska,2012-06-30,9
veliki vrh,Savinjska,2012-06-30,13
zavodnje,Savinjska,2012-06-30,16
velenje,Savinjska,2012-06-30,6
skale,Savinjska,2012-06-30,18
trbovlje,Zasavska,2012-06-30,6
hrastnik,Zasavska,2012-06-30,6
zagorje,Zasavska,2012-06-30,5
zelena trava,Zasavska,2012-06-30,25
kovk,Zasavska,2012-06-30,30
dobovec,Zasavska,2012-06-30,21
kum,Zasavska,2012-06-30,11
ravenska vas,Zasavska,2012-06-30,24
graska gora,Koroška,2012-07-31,3
ljubljana bezigrad,Osrednjeslovenska,2012-07-31,15
ljubljana center,Osrednjeslovenska,2012-07-31,7
vnajnarje,Osrednjeslovenska,2012-07-31,11
maribor center,Podravska,2012-07-31,7
pesje,Posavska,2012-07-31,5
brestanica-sv.mohor,Posavska,2012-07-31,5
celje,Savinjska,2012-07-31,11
sostanj,Savinjska,2012-07-31,27
topolsica,Savinjska,2012-07-31,5
veliki vrh,Savinjska,2012-07-31,25
zavodnje,Savinjska,2012-07-31,11
velenje,Savinjska,2012-07-31,5
skale,Savinjska,2012-07-31,19
trbovlje,Zasavska,2012-07-31,4
hrastnik,Zasavska,2012-07-31,9
zagorje,Zasavska,2012-07-31,8
zelena trava,Zasavska,2012-07-31,19
kovk,Zasavska,2012-07-31,41
dobovec,Zasavska,2012-07-31,21
kum,Zasavska,2012-07-31,12
ravenska vas,Zasavska,2012-07-31,38
graska gora,Koroška,2012-08-31,6
ljubljana bezigrad,Osrednjeslovenska,2012-08-31,10
ljubljana center,Osrednjeslovenska,2012-08-31,6
vnajnarje,Osrednjeslovenska,2012-08-31,9
maribor center,Podravska,2012-08-31,3
pesje,Posavska,2012-08-31,7
brestanica-sv.mohor,Posavska,2012-08-31,4
celje,Savinjska,2012-08-31,8
sostanj,Savinjska,2012-08-31,20
topolsica,Savinjska,2012-08-31,12
veliki vrh,Savinjska,2012-08-31,13
zavodnje,Savinjska,2012-08-31,8
velenje,Savinjska,2012-08-31,7
skale,Savinjska,2012-08-31,29
trbovlje,Zasavska,2012-08-31,7
hrastnik,Zasavska,2012-08-31,11
zagorje,Zasavska,2012-08-31,5
zelena trava,Zasavska,2012-08-31,15
kovk,Zasavska,2012-08-31,12
dobovec,Zasavska,2012-08-31,10
kum,Zasavska,2012-08-31,7
ravenska vas,Zasavska,2012-08-31,23
graska gora,Koroška,2012-09-30,5
ljubljana bezigrad,Osrednjeslovenska,2012-09-30,5
ljubljana center,Osrednjeslovenska,2012-09-30,5
vnajnarje,Osrednjeslovenska,2012-09-30,8
maribor center,Podravska,2012-09-30,4
pesje,Posavska,2012-09-30,9
brestanica-sv.mohor,Posavska,2012-09-30,6
celje,Savinjska,2012-09-30,8
sostanj,Savinjska,2012-09-30,23
topolsica,Savinjska,2012-09-30,7
veliki vrh,Savinjska,2012-09-30,40
zavodnje,Savinjska,2012-09-30,17
velenje,Savinjska,2012-09-30,9
skale,Savinjska,2012-09-30,12
trbovlje,Zasavska,2012-09-30,6
hrastnik,Zasavska,2012-09-30,11
zagorje,Zasavska,2012-09-30,7
zelena trava,Zasavska,2012-09-30,9
kovk,Zasavska,2012-09-30,41
dobovec,Zasavska,2012-09-30,28
kum,Zasavska,2012-09-30,11
ravenska vas,Zasavska,2012-09-30,29
graska gora,Koroška,2012-10-31,4
ljubljana bezigrad,Osrednjeslovenska,2012-10-31,7
ljubljana center,Osrednjeslovenska,2012-10-31,5
vnajnarje,Osrednjeslovenska,2012-10-31,9
maribor center,Podravska,2012-10-31,8
pesje,Posavska,2012-10-31,10
brestanica-sv.mohor,Posavska,2012-10-31,4
celje,Savinjska,2012-10-31,11
sostanj,Savinjska,2012-10-31,7
topolsica,Savinjska,2012-10-31,9
veliki vrh,Savinjska,2012-10-31,23
zavodnje,Savinjska,2012-10-31,18
velenje,Savinjska,2012-10-31,7
skale,Savinjska,2012-10-31,15
trbovlje,Zasavska,2012-10-31,22
hrastnik,Zasavska,2012-10-31,7
zagorje,Zasavska,2012-10-31,7
zelena trava,Zasavska,2012-10-31,6
kovk,Zasavska,2012-10-31,18
dobovec,Zasavska,2012-10-31,14
kum,Zasavska,2012-10-31,25
ravenska vas,Zasavska,2012-10-31,14
graska gora,Koroška,2012-11-30,4
ljubljana bezigrad,Osrednjeslovenska,2012-11-30,9
ljubljana center,Osrednjeslovenska,2012-11-30,3
vnajnarje,Osrednjeslovenska,2012-11-30,6
maribor center,Podravska,2012-11-30,8
pesje,Posavska,2012-11-30,8
brestanica-sv.mohor,Posavska,2012-11-30,15
celje,Savinjska,2012-11-30,10
sostanj,Savinjska,2012-11-30,12
topolsica,Savinjska,2012-11-30,6
veliki vrh,Savinjska,2012-11-30,11
zavodnje,Savinjska,2012-11-30,8
velenje,Savinjska,2012-11-30,13
skale,Savinjska,2012-11-30,15
trbovlje,Zasavska,2012-11-30,0
hrastnik,Zasavska,2012-11-30,11
zagorje,Zasavska,2012-11-30,4
zelena trava,Zasavska,2012-11-30,4
kovk,Zasavska,2012-11-30,52
dobovec,Zasavska,2012-11-30,20
kum,Zasavska,2012-11-30,11
ravenska vas,Zasavska,2012-11-30,17
graska gora,Koroška,2012-12-31,9
ljubljana bezigrad,Osrednjeslovenska,2012-12-31,8
ljubljana center,Osrednjeslovenska,2012-12-31,4
vnajnarje,Osrednjeslovenska,2012-12-31,13
maribor center,Podravska,2012-12-31,5
pesje,Posavska,2012-12-31,7
brestanica-sv.mohor,Posavska,2012-12-31,7
celje,Savinjska,2012-12-31,17
sostanj,Savinjska,2012-12-31,14
topolsica,Savinjska,2012-12-31,5
veliki vrh,Savinjska,2012-12-31,43
zavodnje,Savinjska,2012-12-31,14
velenje,Savinjska,2012-12-31,9
skale,Savinjska,2012-12-31,15
trbovlje,Zasavska,2012-12-31,3
hrastnik,Zasavska,2012-12-31,16
zagorje,Zasavska,2012-12-31,5
zelena trava,Zasavska,2012-12-31,5
kovk,Zasavska,2012-12-31,42
dobovec,Zasavska,2012-12-31,15
kum,Zasavska,2012-12-31,10
ravenska vas,Zasavska,2012-12-31,16
graska gora,Koroška,2013-01-31,8
lj bezigrad,Osrednjeslovenska,2013-01-31,7
vnajnarje,Osrednjeslovenska,2013-01-31,14
lj center,Osrednjeslovenska,2013-01-31,4
pesje,Posavska,2013-01-31,8
celje,Savinjska,2013-01-31,12
sostanj,Savinjska,2013-01-31,7
topolsica,Savinjska,2013-01-31,8
zavodnje,Savinjska,2013-01-31,17
veliki vrh,Savinjska,2013-01-31,37
velenje,Savinjska,2013-01-31,2
skale,Savinjska,2013-01-31,16
sv. mohor,Savinjska,2013-01-31,9
amp gaji,Savinjska,2013-01-31,20
trbovlje,Zasavska,2013-01-31,14
zagorje,Zasavska,2013-01-31,9
hrastnik,Zasavska,2013-01-31,12
kovk,Zasavska,2013-01-31,50
dobovec,Zasavska,2013-01-31,37
kum,Zasavska,2013-01-31,15
ravenska vas,Zasavska,2013-01-31,16
zelena trava,Zasavska,2013-01-31,8
graska gora,Koroška,2013-02-28,8
lj bezigrad,Osrednjeslovenska,2013-02-28,10
vnajnarje,Osrednjeslovenska,2013-02-28,10
lj center,Osrednjeslovenska,2013-02-28,2
pesje,Posavska,2013-02-28,7
celje,Savinjska,2013-02-28,15
sostanj,Savinjska,2013-02-28,14
topolsica,Savinjska,2013-02-28,4
zavodnje,Savinjska,2013-02-28,10
veliki vrh,Savinjska,2013-02-28,16
velenje,Savinjska,2013-02-28,2
skale,Savinjska,2013-02-28,18
sv. mohor,Savinjska,2013-02-28,14
amp gaji,Savinjska,2013-02-28,10
trbovlje,Zasavska,2013-02-28,15
zagorje,Zasavska,2013-02-28,11
hrastnik,Zasavska,2013-02-28,19
kovk,Zasavska,2013-02-28,18
dobovec,Zasavska,2013-02-28,17
kum,Zasavska,2013-02-28,14
ravenska vas,Zasavska,2013-02-28,24
zelena trava,Zasavska,2013-02-28,7
graska gora,Koroška,2013-03-31,7
lj bezigrad,Osrednjeslovenska,2013-03-31,10
vnajnarje,Osrednjeslovenska,2013-03-31,7
lj center,Osrednjeslovenska,2013-03-31,4
pesje,Posavska,2013-03-31,9
celje,Savinjska,2013-03-31,7
sostanj,Savinjska,2013-03-31,13
topolsica,Savinjska,2013-03-31,9
zavodnje,Savinjska,2013-03-31,11
veliki vrh,Savinjska,2013-03-31,13
velenje,Savinjska,2013-03-31,2
skale,Savinjska,2013-03-31,13
sv. mohor,Savinjska,2013-03-31,7
amp gaji,Savinjska,2013-03-31,9
trbovlje,Zasavska,2013-03-31,12
zagorje,Zasavska,2013-03-31,9
hrastnik,Zasavska,2013-03-31,14
kovk,Zasavska,2013-03-31,24
dobovec,Zasavska,2013-03-31,19
kum,Zasavska,2013-03-31,19
ravenska vas,Zasavska,2013-03-31,15
zelena trava,Zasavska,2013-03-31,8
graska gora,Koroška,2013-04-30,7
lj bezigrad,Osrednjeslovenska,2013-04-30,7
vnajnarje,Osrednjeslovenska,2013-04-30,4
lj center,Osrednjeslovenska,2013-04-30,5
pesje,Posavska,2013-04-30,6
celje,Savinjska,2013-04-30,5
sostanj,Savinjska,2013-04-30,6
topolsica,Savinjska,2013-04-30,5
zavodnje,Savinjska,2013-04-30,5
veliki vrh,Savinjska,2013-04-30,6
velenje,Savinjska,2013-04-30,4
skale,Savinjska,2013-04-30,16
sv. mohor,Savinjska,2013-04-30,10
amp gaji,Savinjska,2013-04-30,10
trbovlje,Zasavska,2013-04-30,6
zagorje,Zasavska,2013-04-30,8
hrastnik,Zasavska,2013-04-30,13
kovk,Zasavska,2013-04-30,65
dobovec,Zasavska,2013-04-30,8
kum,Zasavska,2013-04-30,7
ravenska vas,Zasavska,2013-04-30,18
zelena trava,Zasavska,2013-04-30,8
graska gora,Koroška,2013-05-31,9
lj bezigrad,Osrednjeslovenska,2013-05-31,4
vnajnarje,Osrednjeslovenska,2013-05-31,4
lj center,Osrednjeslovenska,2013-05-31,5
pesje,Posavska,2013-05-31,7
celje,Savinjska,2013-05-31,4
sostanj,Savinjska,2013-05-31,3
topolsica,Savinjska,2013-05-31,3
zavodnje,Savinjska,2013-05-31,7
veliki vrh,Savinjska,2013-05-31,1
velenje,Savinjska,2013-05-31,3
skale,Savinjska,2013-05-31,15
sv. mohor,Savinjska,2013-05-31,5
amp gaji,Savinjska,2013-05-31,9
trbovlje,Zasavska,2013-05-31,4
zagorje,Zasavska,2013-05-31,4
hrastnik,Zasavska,2013-05-31,5
kovk,Zasavska,2013-05-31,14
dobovec,Zasavska,2013-05-31,10
kum,Zasavska,2013-05-31,10
ravenska vas,Zasavska,2013-05-31,12
zelena trava,Zasavska,2013-05-31,6
graska gora,Koroška,2013-06-30,2
lj bezigrad,Osrednjeslovenska,2013-06-30,7
vnajnarje,Osrednjeslovenska,2013-06-30,11
lj center,Osrednjeslovenska,2013-06-30,4
pesje,Posavska,2013-06-30,6
celje,Savinjska,2013-06-30,4
sostanj,Savinjska,2013-06-30,13
topolsica,Savinjska,2013-06-30,4
zavodnje,Savinjska,2013-06-30,51
veliki vrh,Savinjska,2013-06-30,20
velenje,Savinjska,2013-06-30,2
skale,Savinjska,2013-06-30,11
sv. mohor,Savinjska,2013-06-30,6
amp gaji,Savinjska,2013-06-30,5
trbovlje,Zasavska,2013-06-30,3
zagorje,Zasavska,2013-06-30,4
hrastnik,Zasavska,2013-06-30,6
kovk,Zasavska,2013-06-30,9
dobovec,Zasavska,2013-06-30,12
kum,Zasavska,2013-06-30,4
ravenska vas,Zasavska,2013-06-30,6
zelena trava,Zasavska,2013-06-30,7
graska gora,Koroška,2013-07-31,4
lj bezigrad,Osrednjeslovenska,2013-07-31,5
vnajnarje,Osrednjeslovenska,2013-07-31,6
lj center,Osrednjeslovenska,2013-07-31,5
pesje,Posavska,2013-07-31,13
celje,Savinjska,2013-07-31,5
sostanj,Savinjska,2013-07-31,22
topolsica,Savinjska,2013-07-31,12
zavodnje,Savinjska,2013-07-31,16
veliki vrh,Savinjska,2013-07-31,11
velenje,Savinjska,2013-07-31,4
skale,Savinjska,2013-07-31,19
sv. mohor,Savinjska,2013-07-31,6
amp gaji,Savinjska,2013-07-31,5
trbovlje,Zasavska,2013-07-31,7
zagorje,Zasavska,2013-07-31,5
hrastnik,Zasavska,2013-07-31,8
kovk,Zasavska,2013-07-31,16
dobovec,Zasavska,2013-07-31,20
kum,Zasavska,2013-07-31,9
ravenska vas,Zasavska,2013-07-31,21
zelena trava,Zasavska,2013-07-31,17
graska gora,Koroška,2013-08-31,8
lj bezigrad,Osrednjeslovenska,2013-08-31,8
vnajnarje,Osrednjeslovenska,2013-08-31,8
lj center,Osrednjeslovenska,2013-08-31,5
pesje,Posavska,2013-08-31,18
celje,Savinjska,2013-08-31,5
sostanj,Savinjska,2013-08-31,41
topolsica,Savinjska,2013-08-31,10
zavodnje,Savinjska,2013-08-31,18
veliki vrh,Savinjska,2013-08-31,22
velenje,Savinjska,2013-08-31,5
skale,Savinjska,2013-08-31,20
sv. mohor,Savinjska,2013-08-31,10
amp gaji,Savinjska,2013-08-31,7
trbovlje,Zasavska,2013-08-31,7
zagorje,Zasavska,2013-08-31,12
hrastnik,Zasavska,2013-08-31,10
kovk,Zasavska,2013-08-31,9
dobovec,Zasavska,2013-08-31,19
kum,Zasavska,2013-08-31,9
ravenska vas,Zasavska,2013-08-31,30
zelena trava,Zasavska,2013-08-31,24
graska gora,Koroška,2013-09-30,8
lj bezigrad,Osrednjeslovenska,2013-09-30,10
vnajnarje,Osrednjeslovenska,2013-09-30,9
lj center,Osrednjeslovenska,2013-09-30,4
pesje,Posavska,2013-09-30,8
celje,Savinjska,2013-09-30,6
sostanj,Savinjska,2013-09-30,13
topolsica,Savinjska,2013-09-30,7
zavodnje,Savinjska,2013-09-30,12
veliki vrh,Savinjska,2013-09-30,11
velenje,Savinjska,2013-09-30,2
skale,Savinjska,2013-09-30,11
sv. mohor,Savinjska,2013-09-30,8
amp gaji,Savinjska,2013-09-30,3
trbovlje,Zasavska,2013-09-30,6
zagorje,Zasavska,2013-09-30,9
hrastnik,Zasavska,2013-09-30,6
kovk,Zasavska,2013-09-30,23
dobovec,Zasavska,2013-09-30,21
kum,Zasavska,2013-09-30,8
ravenska vas,Zasavska,2013-09-30,20
zelena trava,Zasavska,2013-09-30,18
graska gora,Koroška,2013-10-31,3
lj bezigrad,Osrednjeslovenska,2013-10-31,10
vnajnarje,Osrednjeslovenska,2013-10-31,16
lj center,Osrednjeslovenska,2013-10-31,6
pesje,Posavska,2013-10-31,6
celje,Savinjska,2013-10-31,5
sostanj,Savinjska,2013-10-31,18
topolsica,Savinjska,2013-10-31,5
zavodnje,Savinjska,2013-10-31,9
veliki vrh,Savinjska,2013-10-31,14
velenje,Savinjska,2013-10-31,4
skale,Savinjska,2013-10-31,25
sv. mohor,Savinjska,2013-10-31,8
amp gaji,Savinjska,2013-10-31,4
trbovlje,Zasavska,2013-10-31,9
zagorje,Zasavska,2013-10-31,10
hrastnik,Zasavska,2013-10-31,7
kovk,Zasavska,2013-10-31,15
dobovec,Zasavska,2013-10-31,32
kum,Zasavska,2013-10-31,11
ravenska vas,Zasavska,2013-10-31,26
zelena trava,Zasavska,2013-10-31,24
graska gora,Koroška,2013-11-30,10
lj bezigrad,Osrednjeslovenska,2013-11-30,6
vnajnarje,Osrednjeslovenska,2013-11-30,5
lj center,Osrednjeslovenska,2013-11-30,4
pesje,Posavska,2013-11-30,6
celje,Savinjska,2013-11-30,9
sostanj,Savinjska,2013-11-30,7
topolsica,Savinjska,2013-11-30,4
zavodnje,Savinjska,2013-11-30,8
veliki vrh,Savinjska,2013-11-30,22
velenje,Savinjska,2013-11-30,3
skale,Savinjska,2013-11-30,15
sv. mohor,Savinjska,2013-11-30,10
amp gaji,Savinjska,2013-11-30,7
trbovlje,Zasavska,2013-11-30,8
zagorje,Zasavska,2013-11-30,13
hrastnik,Zasavska,2013-11-30,13
kovk,Zasavska,2013-11-30,13
dobovec,Zasavska,2013-11-30,15
kum,Zasavska,2013-11-30,14
ravenska vas,Zasavska,2013-11-30,20
zelena trava,Zasavska,2013-11-30,12
graska gora,Koroška,2013-12-31,14
lj bezigrad,Osrednjeslovenska,2013-12-31,13
vnajnarje,Osrednjeslovenska,2013-12-31,14
lj center,Osrednjeslovenska,2013-12-31,5
pesje,Posavska,2013-12-31,11
celje,Savinjska,2013-12-31,9
sostanj,Savinjska,2013-12-31,21
topolsica,Savinjska,2013-12-31,7
zavodnje,Savinjska,2013-12-31,15
veliki vrh,Savinjska,2013-12-31,13
velenje,Savinjska,2013-12-31,5
skale,Savinjska,2013-12-31,22
sv. mohor,Savinjska,2013-12-31,5
amp gaji,Savinjska,2013-12-31,8
trbovlje,Zasavska,2013-12-31,10
zagorje,Zasavska,2013-12-31,12
hrastnik,Zasavska,2013-12-31,10
kovk,Zasavska,2013-12-31,23
dobovec,Zasavska,2013-12-31,58
kum,Zasavska,2013-12-31,10
ravenska vas,Zasavska,2013-12-31,19
zelena trava,Zasavska,2013-12-31,26
graska gora,Koroška,2014-01-31,12.0
ljubljana bezigrad,Osrednjeslovenska,2014-01-31,9.0
vnajnarje,Osrednjeslovenska,2014-01-31,15.0
lj center,Osrednjeslovenska,2014-01-31,4.0
pesje,Posavska,2014-01-31,12.0
celje,Savinjska,2014-01-31,16.0
sostanj,Savinjska,2014-01-31,11.0
topolsica,Savinjska,2014-01-31,9.0
zavodnje,Savinjska,2014-01-31,13.0
veliki vrh,Savinjska,2014-01-31,26.0
velenje,Savinjska,2014-01-31,4.0
skale,Savinjska,2014-01-31,19.0
sv. mohor,Savinjska,2014-01-31,15.0
amp gaji,Savinjska,2014-01-31,15.0
trbovlje,Zasavska,2014-01-31,10.0
zagorje,Zasavska,2014-01-31,11.0
hrastnik,Zasavska,2014-01-31,14.0
kovk,Zasavska,2014-01-31,20.0
dobovec,Zasavska,2014-01-31,14.0
kum,Zasavska,2014-01-31,14.0
ravenska vas,Zasavska,2014-01-31,16.0
zelena trava,Zasavska,2014-01-31,22.0
graska gora,Koroška,2014-02-28,10.0
ljubljana bezigrad,Osrednjeslovenska,2014-02-28,12.0
vnajnarje,Osrednjeslovenska,2014-02-28,6.0
lj center,Osrednjeslovenska,2014-02-28,4.0
pesje,Posavska,2014-02-28,8.0
celje,Savinjska,2014-02-28,13.0
sostanj,Savinjska,2014-02-28,16.0
topolsica,Savinjska,2014-02-28,1.0
zavodnje,Savinjska,2014-02-28,6.0
veliki vrh,Savinjska,2014-02-28,9.0
velenje,Savinjska,2014-02-28,6.0
skale,Savinjska,2014-02-28,14.0
sv. mohor,Savinjska,2014-02-28,16.0
amp gaji,Savinjska,2014-02-28,17.0
trbovlje,Zasavska,2014-02-28,16.0
zagorje,Zasavska,2014-02-28,21.0
hrastnik,Zasavska,2014-02-28,17.0
kovk,Zasavska,2014-02-28,23.0
dobovec,Zasavska,2014-02-28,19.0
kum,Zasavska,2014-02-28,11.0
ravenska vas,Zasavska,2014-02-28,25.0
zelena trava,Zasavska,2014-02-28,31.0
graska gora,Koroška,2014-03-31,8.0
ljubljana bezigrad,Osrednjeslovenska,2014-03-31,6.0
vnajnarje,Osrednjeslovenska,2014-03-31,13.0
lj center,Osrednjeslovenska,2014-03-31,5.0
pesje,Posavska,2014-03-31,9.0
celje,Savinjska,2014-03-31,7.0
sostanj,Savinjska,2014-03-31,22.0
topolsica,Savinjska,2014-03-31,7.0
zavodnje,Savinjska,2014-03-31,12.0
veliki vrh,Savinjska,2014-03-31,25.0
velenje,Savinjska,2014-03-31,7.0
skale,Savinjska,2014-03-31,11.0
sv. mohor,Savinjska,2014-03-31,8.0
amp gaji,Savinjska,2014-03-31,7.0
trbovlje,Zasavska,2014-03-31,7.0
zagorje,Zasavska,2014-03-31,10.0
hrastnik,Zasavska,2014-03-31,6.0
kovk,Zasavska,2014-03-31,17.0
dobovec,Zasavska,2014-03-31,10.0
kum,Zasavska,2014-03-31,7.0
ravenska vas,Zasavska,2014-03-31,12.0
zelena trava,Zasavska,2014-03-31,8.0
graska gora,Koroška,2014-04-30,10.0
ljubljana bezigrad,Osrednjeslovenska,2014-04-30,4.0
vnajnarje,Osrednjeslovenska,2014-04-30,10.0
lj center,Osrednjeslovenska,2014-04-30,4.0
pesje,Posavska,2014-04-30,11.0
celje,Savinjska,2014-04-30,4.0
sostanj,Savinjska,2014-04-30,25.0
topolsica,Savinjska,2014-04-30,7.0
zavodnje,Savinjska,2014-04-30,6.0
veliki vrh,Savinjska,2014-04-30,29.0
velenje,Savinjska,2014-04-30,9.0
skale,Savinjska,2014-04-30,10.0
sv. mohor,Savinjska,2014-04-30,8.0
amp gaji,Savinjska,2014-04-30,7.0
trbovlje,Zasavska,2014-04-30,5.0
zagorje,Zasavska,2014-04-30,9.0
hrastnik,Zasavska,2014-04-30,6.0
kovk,Zasavska,2014-04-30,9.0
dobovec,Zasavska,2014-04-30,12.0
kum,Zasavska,2014-04-30,7.0
ravenska vas,Zasavska,2014-04-30,15.0
zelena trava,Zasavska,2014-04-30,3.0
graska gora,Koroška,2014-05-31,6.0
ljubljana bezigrad,Osrednjeslovenska,2014-05-31,3.0
vnajnarje,Osrednjeslovenska,2014-05-31,11.0
lj center,Osrednjeslovenska,2014-05-31,7.0
pesje,Posavska,2014-05-31,6.0
celje,Savinjska,2014-05-31,5.0
sostanj,Savinjska,2014-05-31,22.0
topolsica,Savinjska,2014-05-31,2.0
zavodnje,Savinjska,2014-05-31,5.0
veliki vrh,Savinjska,2014-05-31,11.0
velenje,Savinjska,2014-05-31,3.0
skale,Savinjska,2014-05-31,16.0
sv. mohor,Savinjska,2014-05-31,7.0
amp gaji,Savinjska,2014-05-31,8.0
trbovlje,Zasavska,2014-05-31,5.0
zagorje,Zasavska,2014-05-31,6.0
hrastnik,Zasavska,2014-05-31,8.0
kovk,Zasavska,2014-05-31,11.0
dobovec,Zasavska,2014-05-31,9.0
kum,Zasavska,2014-05-31,9.0
ravenska vas,Zasavska,2014-05-31,15.0
zelena trava,Zasavska,2014-05-31,9.0
graska gora,Koroška,2014-06-30,6.0
ljubljana bezigrad,Osrednjeslovenska,2014-06-30,4.0
vnajnarje,Osrednjeslovenska,2014-06-30,9.0
lj center,Osrednjeslovenska,2014-06-30,3.0
pesje,Posavska,2014-06-30,6.0
celje,Savinjska,2014-06-30,3.0
sostanj,Savinjska,2014-06-30,7.0
topolsica,Savinjska,2014-06-30,6.0
zavodnje,Savinjska,2014-06-30,8.0
veliki vrh,Savinjska,2014-06-30,7.0
velenje,Savinjska,2014-06-30,3.0
skale,Savinjska,2014-06-30,14.0
sv. mohor,Savinjska,2014-06-30,6.0
amp gaji,Savinjska,2014-06-30,8.0
trbovlje,Zasavska,2014-06-30,4.0
zagorje,Zasavska,2014-06-30,7.0
hrastnik,Zasavska,2014-06-30,5.0
kovk,Zasavska,2014-06-30,11.0
